document_id,title,categories,category_slugs,author,tags,tag_slugs,download_url,source_page
11968,Mouthpiece Buzzing Exercises for Brass Players,Pedagogy-Brass,pedagogy-brass-2,Ron Wilkins,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-wilkins1.pdf,https://texasbandmasters.org/document-library/
11842,Mouthpiece Physics for All Brass Playing,Pedagogy-Brass,pedagogy-brass-2,Jason Harvey,2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Mouthpiece-Physics-for-All-Brass-Playing-Clinician-Jason-Harvey.pdf,https://texasbandmasters.org/document-library/
11713,Movement: The Heartbeat of Modern Marching Band Design,Marching Band,marching-band,Michael Rosales,2024 BMR September,2024-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2024_9_Rosales.pdf,https://texasbandmasters.org/document-library/
11844,Moving from Finale to Dorico – It’s Not as Difficult as You Think!,Technology,technology,Evan VanDoren,2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Moving-from-Finale-to-Dorico-It-s-Not-as-Difficult-as-You-Think-Clinician-Evan-VanDoren.pdf,https://texasbandmasters.org/document-library/
9957,Moving to TExES?,General,general,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-mccullar1.pdf,https://texasbandmasters.org/document-library/
8095,Moving Toward Success with Military Style Marching Band,Marching Band,marching-band,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_little.pdf,https://texasbandmasters.org/document-library/
9878,Mr. Smith Goes to Bucharest: Fulbright Scholar’s Return Energizes Romanian Jazz Musicians,Jazz,jazz,,2005 BMR June,2005-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-06-west1.pdf,https://texasbandmasters.org/document-library/
9720,Muscle Spasms in the Lower Back,Health/Wellness,health-wellness,,2007 BMR June,2007-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2007-06-workman1.pdf,https://texasbandmasters.org/document-library/
9924,Music and Extracurriculars: A Balancing Act,General,general,,2005 BMR September,2005-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-09-collins1.pdf,https://texasbandmasters.org/document-library/
7929,Music Heals: Sources of Strength and Inspiration,Health/Wellness,health-wellness,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_crider.pdf,https://texasbandmasters.org/document-library/
8300,Music Is A Place For Everyone,Motivation/Inspiration,motivation-inspiration,,2019 BMR September,2019-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_09_lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9083,Music Learning: It Lasts a Lifetime,Motivation/Inspiration,motivation-inspiration,,2013 BMR April,2013-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2013-04-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
8211,Music Literacy-Easy as ABCDEFG!,Pedagogy-Ensemble,pedagogy-ensemble-2,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Music-Literacy-Easy-as-ABCDEFG-Kristin-Hames-Katie-Lewis.pdf,https://texasbandmasters.org/document-library/
9105,Music: The Driving Force For All Learning,Motivation/Inspiration,motivation-inspiration,,2013 BMR June,2013-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2013-06-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9845,Music’s Symbols and Messages,Conducting/Literature/Artistry,conducting-literature-artistry,,2006 TBA Handout,2006-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-corporon1.pdf,https://texasbandmasters.org/document-library/
8350,Musical Excellence: The Hallmark of Texas Bands,General,general,,2018 BMR December,2018-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-12-kent.pdf,https://texasbandmasters.org/document-library/
8837,Musical Mortals to Musical Zombies: How to Avoid the Band Cootie Apocalypse,Health/Wellness,health-wellness,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_bridges.pdf,https://texasbandmasters.org/document-library/
8096,Musical Nourishment: Designing Your Daily Instructional Menu,Program Management,program-management,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_burk.pdf,https://texasbandmasters.org/document-library/
7794,Musicianship in Marching Percussion,Marching Percussion,marching-percussion-2,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Ulibarri.pdf,https://texasbandmasters.org/document-library/
11908,Musicianship-A Lifelong Journey,Featured Clinician,featured-clinician,Dr. Stephen Peterson,2026 BMR January,2026-bmr-january,https://texasbandmasters.org/wp-content/uploads/2026/01/2026_1_Peterson.pdf,https://texasbandmasters.org/document-library/
10636,My Band Isn’t Going to UIL – Now What?,Program Management,program-management,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/My-Band-Isn-t-Going-to-UIL-Now-What.pdf,https://texasbandmasters.org/document-library/
9959,My First Arban,Pedagogy-Ensemble,pedagogy-ensemble-2,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-foster1.pdf,https://texasbandmasters.org/document-library/
9825,My Life in the Army,General,general,,2006 BMR September,2006-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-09-booker1.pdf,https://texasbandmasters.org/document-library/
8097,Mythbusters: Removing Assumptions from the Diversity Conversation,General,general,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_lewis.pdf,https://texasbandmasters.org/document-library/
9294,MYTHBUSTERS: Taking the Guessing Game Out of UIL Marching Contest Rules,Marching Band,marching-band,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_strickland.pdf,https://texasbandmasters.org/document-library/
9034,Nature versus Nurture and the Role Music Plays in Brain Development,General,general,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Brumley-and-Brumley-Nature-versus-Nurture.pdf,https://texasbandmasters.org/document-library/
8098,Navigating Copyright and Publishing in an Ever-Changing World,General,general,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_clark.pdf,https://texasbandmasters.org/document-library/
8746,Need a Fabulous Horn Section?,Pedagogy-Brass,pedagogy-brass-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Lambrecht-R-Need-a-Fabulous-Horn-Section.pdf,https://texasbandmasters.org/document-library/
10638,Neuroscience Insights: Empowering Educators for Enhanced Performance,Health/Wellness,health-wellness,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Neuroscience-Insights-Empowering-Educators-for-Enhanced-Performance-1-1.pdf,https://texasbandmasters.org/document-library/
8748,Nine Important Lessons & Nearly Two Dozen Pretty Good Rules for Becoming a Better Band Director,General,general,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Lambrecht-Barbara-Nine-Important-Lessons-and-Nearly-Two-Dozen-Pretty-Good-Rules-for-Becoming-a-Better-Band-Director.pdf,https://texasbandmasters.org/document-library/
9597,No Double Reeds? No Horns? No Problem! Making the Music Fit Your Band,General,general,,2009 TBA Handout,2009-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-patterson.pdf,https://texasbandmasters.org/document-library/
7865,No Double Reeds? No Horns? No Problem! Making the Music Fit Your Band,Pedagogy-Ensemble,pedagogy-ensemble-2,,2021 BMR December,2021-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_12_patterson.pdf,https://texasbandmasters.org/document-library/
10640,No Experience and No Class Period: Program Wide Benefits of a Healthy Jazz Band,Jazz,jazz,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/No-Experience-and-No-Class-Period-Program-Wide-Benefits-of-a-Healthy-Jazz-Band.pdf,https://texasbandmasters.org/document-library/
9036,No More Limitations! Composing and Choosing Band Music for All Levels,Composer,composer,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Balmages-Brian-No-More-Limitiations.pdf,https://texasbandmasters.org/document-library/
9296,No More Limitations! Composing and Choosing Band Music for All Levels,Composer,composer,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_balmages.pdf,https://texasbandmasters.org/document-library/
9376,No Place Like Texas,Motivation/Inspiration,motivation-inspiration,,2011 BMR June,2011-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2011-6-Crider.pdf,https://texasbandmasters.org/document-library/
8099,No Sweat Clarinet! – Teaching Clarinet Beginners,Beginner Band-Woodwind,beginner-band-woodwind-2,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_garza.pdf,https://texasbandmasters.org/document-library/
11734,No. AI Will Not Be Replacing Teachers. Here’s Why,Technology,technology,Dr. Jim Frankel,2025 BMR January,2025-bmr-january,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_1_Frankel.pdf,https://texasbandmasters.org/document-library/
11806,Non-Woodwind Person’s Guide to Woodwind Teaching,Pedagogy-Woodwind,pedagogy-woodwind-2,"Don LeFevre , Dr. Gary Garner",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Non-Woodwind-Person-s-Guide-to-Woodwind-Teaching-Clinicians-Dr.-Gary-Garner-Don-LeFevre.pdf,https://texasbandmasters.org/document-library/
8254,Normal Struggles of Young Band Directors,Health/Wellness,health-wellness,,2019 BMR April,2019-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_04_little.pdf,https://texasbandmasters.org/document-library/
10642,"Not Better, Not Worse, Just Different: Embracing what makes us different to create a culture of success",General,general,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Not-Better-Not-Worse-Just-Differen-Embracing-what-makes-us-different-to-create-a-culture-of-success.pdf,https://texasbandmasters.org/document-library/
8100,Notes from the Road: Successfully Navigating Your First Year as a Band Director,General,general,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_denis.pdf,https://texasbandmasters.org/document-library/
7875,Now is the Time to Reinvent,Recruiting/Retention,recruiting-retention,,2021 BMR June,2021-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_6_vogtwilliams.pdf,https://texasbandmasters.org/document-library/
10644,Nurturing Individual Musicianship Through Chamber Music,Conducting/Literature/Artistry,conducting-literature-artistry,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Nurturing-Individual-Musicianship-Through-Chamber-Music.pdf,https://texasbandmasters.org/document-library/
11885,October Moves Pretty Fast,Marching Band,marching-band,Jarrett Lipman,2025 BMR September,2025-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_9_Lipman.pdf,https://texasbandmasters.org/document-library/
12130,Of Course I Want To Be In Band! Recruiting New Band Students,Recruiting/Retention,recruiting-retention,"Cindy Lansford , James Smith",2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-lansfordsmith.pdf,https://texasbandmasters.org/document-library/
9038,Oldies But Goodies from the UIL PML List: Music That Matters for Young Band,Conducting/Literature/Artistry,conducting-literature-artistry,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Floyd-Gurgel-Oldies-But-Goodies.pdf,https://texasbandmasters.org/document-library/
7867,On a Wing and a Prayer,General,general,,2021 BMR December,2021-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_12_allen-1.pdf,https://texasbandmasters.org/document-library/
12076,One Happy Family: Notes Camaraderie,Health/Wellness,health-wellness,Dr. Barry Bittman,2004 BMR June,2004-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-06-bittman1.pdf,https://texasbandmasters.org/document-library/
9640,One Person Makes a Difference: A Tribute to Al and Jan Sturchio,Band History,band-history,,2008 BMR September,2008-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-09-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
9375,One Size Does Not Fit All,Pedagogy,pedagogy,,2011 BMR December,2011-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2011-12-johnson.pdf,https://texasbandmasters.org/document-library/
7931,Online Music Instruction Phase 2: Strategies for Deeper Learning No Matter What Happens Next,Technology,technology,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_cox.pdf,https://texasbandmasters.org/document-library/
9900,Opening a New School: From Beginners to Advanced,Program Management,program-management,,2005 BMR March,2005-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-03-russell1.pdf,https://texasbandmasters.org/document-library/
10646,Orchestrating Success: Guiding Incoming Students from Start to Finish,Beginner Band,beginner-band,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Orchestrating-Success-Guiding-Incoming-Students-from-Start-to-Finish.pdf,https://texasbandmasters.org/document-library/
9880,Organization for Success,Program Management,program-management,,2005 BMR June,2005-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-06-shine1.pdf,https://texasbandmasters.org/document-library/
9961,Organization For Success In a Complete Band Program,Program Management,program-management,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-shine.pdf,https://texasbandmasters.org/document-library/
8963,Organizational Communication: Getting the Message Out,Program Management,program-management,,2014 BMR June,2014-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-06-vandewalker.pdf,https://texasbandmasters.org/document-library/
8065,"OUR DAVID’S MOVE: Sculpting 101 Revisited, 14 years later",Pedagogy,pedagogy,,2023 BMR April,2023-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_4_jackson-1.pdf,https://texasbandmasters.org/document-library/
9464,"Out with the Old, In with the New: It?s Time to Create a 21st Century Booster Organizational Slate of Officers!",Boosters,boosters,,2010 BMR March,2010-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-03-vandewalker.pdf,https://texasbandmasters.org/document-library/
